date,adj.close
2/10/1953,25.620001
2/11/1953,25.639999
2/13/1953,25.74
2/16/1953,25.65
2/17/1953,25.5
2/18/1953,25.48
2/19/1953,25.57
2/20/1953,25.629999
2/24/1953,25.75
2/25/1953,25.91
2/26/1953,25.950001
2/27/1953,25.9
3/2/1953,25.93
3/3/1953,26
3/4/1953,25.780001
3/5/1953,25.790001
3/6/1953,25.84
3/9/1953,25.83
3/10/1953,25.91
3/11/1953,26.120001
3/12/1953,26.129999
3/13/1953,26.18
3/16/1953,26.219999
3/17/1953,26.33
3/18/1953,26.24
3/19/1953,26.219999
3/20/1953,26.18
3/23/1953,26.02
3/24/1953,26.17
3/25/1953,26.1
3/26/1953,25.950001
3/27/1953,25.99
3/30/1953,25.610001
3/31/1953,25.290001
4/1/1953,25.25
4/2/1953,25.23
4/6/1953,24.610001
4/7/1953,24.709999
4/8/1953,24.93
4/9/1953,24.879999
4/10/1953,24.82
4/13/1953,24.77
4/14/1953,24.860001
4/15/1953,24.959999
4/16/1953,24.91
4/17/1953,24.620001
4/20/1953,24.73
4/21/1953,24.67
4/22/1953,24.459999
4/23/1953,24.190001
4/24/1953,24.200001
4/27/1953,24.34
4/28/1953,24.52
4/29/1953,24.68
4/30/1953,24.620001
5/1/1953,24.73
5/4/1953,25
5/5/1953,25.030001
5/6/1953,25
5/7/1953,24.9
5/8/1953,24.9
5/11/1953,24.91
5/12/1953,24.74
5/13/1953,24.709999
5/14/1953,24.85
5/15/1953,24.84
5/18/1953,24.75
5/19/1953,24.700001
5/20/1953,24.93
5/21/1953,25.059999
5/22/1953,25.030001
5/25/1953,24.99
5/26/1953,24.870001
5/27/1953,24.639999
5/28/1953,24.459999
5/29/1953,24.540001
6/1/1953,24.15
6/2/1953,24.219999
6/3/1953,24.18
6/4/1953,24.030001
6/5/1953,24.09
6/8/1953,24.01
6/9/1953,23.6
6/10/1953,23.540001
6/11/1953,23.75
6/12/1953,23.82
6/15/1953,23.620001
6/16/1953,23.549999
6/17/1953,23.85
6/18/1953,23.84
6/19/1953,23.84
6/22/1953,23.959999
6/23/1953,24.120001
6/24/1953,24.09
6/25/1953,24.190001
6/26/1953,24.209999
6/29/1953,24.139999
6/30/1953,24.139999
7/1/1953,24.24
7/2/1953,24.309999
7/3/1953,24.360001
7/6/1953,24.379999
7/7/1953,24.51
7/8/1953,24.5
7/9/1953,24.43
7/10/1953,24.41
7/13/1953,24.17
7/14/1953,24.08
7/15/1953,24.15
7/16/1953,24.18
7/17/1953,24.35
7/20/1953,24.219999
7/21/1953,24.16
7/22/1953,24.190001
7/23/1953,24.23
7/24/1953,24.23
7/27/1953,24.07
7/28/1953,24.110001
7/29/1953,24.26
7/30/1953,24.49
7/31/1953,24.75
8/3/1953,24.84
8/4/1953,24.780001
8/5/1953,24.68
8/6/1953,24.799999
8/7/1953,24.780001
8/10/1953,24.75
8/11/1953,24.719999
8/12/1953,24.780001
8/13/1953,24.73
8/14/1953,24.620001
8/17/1953,24.559999
8/18/1953,24.459999
8/19/1953,24.309999
8/20/1953,24.290001
8/21/1953,24.35
8/24/1953,24.09
8/25/1953,23.93
8/26/1953,23.860001
8/27/1953,23.790001
8/28/1953,23.74
8/31/1953,23.32
9/1/1953,23.42
9/2/1953,23.559999
9/3/1953,23.51
9/4/1953,23.57
9/8/1953,23.610001
9/9/1953,23.65
9/10/1953,23.41
9/11/1953,23.139999
9/14/1953,22.709999
9/15/1953,22.9
9/16/1953,23.01
9/17/1953,23.07
9/18/1953,22.950001
9/21/1953,22.879999
9/22/1953,23.200001
9/23/1953,23.23
9/24/1953,23.24
9/25/1953,23.299999
9/28/1953,23.450001
9/29/1953,23.49
9/30/1953,23.35
10/1/1953,23.49
10/2/1953,23.59
10/5/1953,23.48
10/6/1953,23.389999
10/7/1953,23.58
10/8/1953,23.620001
10/9/1953,23.66
10/13/1953,23.57
10/14/1953,23.68
10/15/1953,23.950001
10/16/1953,24.139999
10/19/1953,24.16
10/20/1953,24.17
10/21/1953,24.190001
10/22/1953,24.299999
10/23/1953,24.35
10/26/1953,24.309999
10/27/1953,24.26
10/28/1953,24.290001
10/29/1953,24.58
10/30/1953,24.540001
11/2/1953,24.66
11/4/1953,24.51
11/5/1953,24.639999
11/6/1953,24.610001
11/9/1953,24.66
11/10/1953,24.370001
11/12/1953,24.459999
11/13/1953,24.540001
11/16/1953,24.379999
11/17/1953,24.25
11/18/1953,24.290001
11/19/1953,24.4
11/20/1953,24.440001
11/23/1953,24.360001
11/24/1953,24.5
11/25/1953,24.52
11/27/1953,24.66
11/30/1953,24.76
12/1/1953,24.780001
12/2/1953,24.950001
12/3/1953,24.969999
12/4/1953,24.98
12/7/1953,24.950001
12/8/1953,24.870001
12/9/1953,24.84
12/10/1953,24.780001
12/11/1953,24.76
12/14/1953,24.690001
12/15/1953,24.709999
12/16/1953,24.959999
12/17/1953,24.940001
12/18/1953,24.99
12/21/1953,24.950001
12/22/1953,24.76
12/23/1953,24.690001
12/24/1953,24.799999
12/28/1953,24.709999
12/29/1953,24.549999
12/30/1953,24.76
12/31/1953,24.809999
1/4/1954,24.950001
1/5/1954,25.1
1/6/1954,25.139999
1/7/1954,25.059999
1/8/1954,24.93
1/11/1954,24.799999
1/12/1954,24.93
1/13/1954,25.07
1/14/1954,25.190001
1/15/1954,25.43
1/18/1954,25.43
1/19/1954,25.68
1/20/1954,25.75
1/21/1954,25.790001
1/22/1954,25.85
1/25/1954,25.93
1/26/1954,26.09
1/27/1954,26.01
1/28/1954,26.02
1/29/1954,26.08
2/1/1954,25.99
2/2/1954,25.92
2/3/1954,26.01
2/4/1954,26.200001
2/5/1954,26.299999
2/8/1954,26.23
2/9/1954,26.17
2/10/1954,26.139999
2/11/1954,26.059999
2/12/1954,26.120001
2/15/1954,26.040001
2/16/1954,25.809999
2/17/1954,25.860001
2/18/1954,25.860001
2/19/1954,25.92
2/23/1954,25.83
2/24/1954,25.83
2/25/1954,25.91
2/26/1954,26.15
3/1/1954,26.25
3/2/1954,26.32
3/3/1954,26.32
3/4/1954,26.41
3/5/1954,26.52
3/8/1954,26.450001
3/9/1954,26.51
3/10/1954,26.57
3/11/1954,26.690001
3/12/1954,26.690001
3/15/1954,26.57
3/16/1954,26.559999
3/17/1954,26.620001
3/18/1954,26.73
3/19/1954,26.809999
3/22/1954,26.790001
3/23/1954,26.6
3/24/1954,26.469999
3/25/1954,26.42
3/26/1954,26.559999
3/29/1954,26.66
3/30/1954,26.690001
3/31/1954,26.940001
4/1/1954,27.17
4/2/1954,27.209999
4/5/1954,27.26
4/6/1954,27.01
4/7/1954,27.110001
4/8/1954,27.379999
4/9/1954,27.379999
4/12/1954,27.57
4/13/1954,27.639999
4/14/1954,27.85
4/15/1954,27.940001
4/19/1954,27.76
4/20/1954,27.75
4/21/1954,27.639999
4/22/1954,27.68
4/23/1954,27.780001
4/26/1954,27.879999
4/27/1954,27.709999
4/28/1954,27.76
4/29/1954,28.18
4/30/1954,28.26
5/3/1954,28.209999
5/4/1954,28.280001
5/5/1954,28.290001
5/6/1954,28.51
5/7/1954,28.65
5/10/1954,28.620001
5/11/1954,28.49
5/12/1954,28.719999
5/13/1954,28.559999
5/14/1954,28.799999
5/17/1954,28.84
5/18/1954,28.85
5/19/1954,28.719999
5/20/1954,28.82
5/21/1954,28.99
5/24/1954,29
5/25/1954,28.93
5/26/1954,29.17
5/27/1954,29.049999
5/28/1954,29.190001
6/1/1954,29.190001
6/2/1954,29.16
6/3/1954,29.15
6/4/1954,29.1
6/7/1954,28.99
6/8/1954,28.34
6/9/1954,28.15
6/10/1954,28.34
6/11/1954,28.58
6/14/1954,28.620001
6/15/1954,28.83
6/16/1954,29.040001
6/17/1954,28.959999
6/18/1954,29.040001
6/21/1954,29.059999
6/22/1954,29.08
6/23/1954,29.129999
6/24/1954,29.26
6/25/1954,29.200001
6/28/1954,29.280001
6/29/1954,29.43
6/30/1954,29.209999
7/1/1954,29.209999
7/2/1954,29.59
7/6/1954,29.92
7/7/1954,29.940001
7/8/1954,29.940001
7/9/1954,30.139999
7/12/1954,30.120001
7/13/1954,30.02
7/14/1954,30.09
7/15/1954,30.190001
7/16/1954,30.059999
7/19/1954,29.98
7/20/1954,29.84
7/21/1954,30.030001
7/22/1954,30.27
7/23/1954,30.309999
7/26/1954,30.34
7/27/1954,30.52
7/28/1954,30.58
7/29/1954,30.690001
7/30/1954,30.879999
8/2/1954,30.99
8/3/1954,30.93
8/4/1954,30.9
8/5/1954,30.77
8/6/1954,30.379999
8/9/1954,30.120001
8/10/1954,30.370001
8/11/1954,30.719999
8/12/1954,30.59
8/13/1954,30.719999
8/16/1954,31.049999
8/17/1954,31.120001
8/18/1954,31.09
8/19/1954,31.16
8/20/1954,31.209999
8/23/1954,31
8/24/1954,30.870001
8/25/1954,30.65
8/26/1954,30.57
8/27/1954,30.66
8/30/1954,30.35
8/31/1954,29.83
9/1/1954,30.040001
9/2/1954,30.27
9/3/1954,30.5
9/7/1954,30.66
9/8/1954,30.68
9/9/1954,30.73
9/10/1954,30.84
9/13/1954,31.120001
9/14/1954,31.280001
9/15/1954,31.290001
9/16/1954,31.459999
9/17/1954,31.709999
9/20/1954,31.57
9/21/1954,31.790001
9/22/1954,32
9/23/1954,32.18
9/24/1954,32.400002
9/27/1954,32.529999
9/28/1954,32.689999
9/29/1954,32.5
9/30/1954,32.310001
10/1/1954,32.290001
10/4/1954,32.470001
10/5/1954,32.630001
10/6/1954,32.759998
10/7/1954,32.689999
10/8/1954,32.669998
10/11/1954,32.41
10/12/1954,32.279999
10/13/1954,32.27
10/14/1954,31.879999
10/15/1954,31.709999
10/18/1954,31.83
10/19/1954,31.91
10/20/1954,32.169998
10/21/1954,32.130001
10/22/1954,32.130001
10/25/1954,31.959999
10/26/1954,31.940001
10/27/1954,32.02
10/28/1954,31.879999
10/29/1954,31.68
11/1/1954,31.790001
11/3/1954,32.439999
11/4/1954,32.82
11/5/1954,32.709999
11/8/1954,33.02
11/9/1954,33.150002
11/10/1954,33.18
11/11/1954,33.470001
11/12/1954,33.540001
11/15/1954,33.470001
